baseMean	log2FoldChange	lfcSE	pvalue	padj	GeneSymbol	gene_type
ENSG00000034152.18	489.662816522121	0.750117222470891	0.141450794570659	1.20470484156931e-08	8.51193092977662e-07	MAP2K3	protein_coding
ENSG00000070756.15	26035.3944150181	0.17748709136209	0.0315019561396465	1.27580546763148e-08	8.96530690025818e-07	PABPC1	protein_coding
ENSG00000177675.8	49.5354486372094	2.48271612450035	0.468208568222828	1.35511429679969e-08	9.47115019330809e-07	CD163L1	protein_coding
ENSG00000051523.10	76.7203385062539	-4.9307136331171	1.01852416140058	1.4011683494386e-08	9.74037997754896e-07	CYBA	protein_coding
ENSG00000025800.13	1595.60570407024	0.472561480437776	0.088294424879167	1.43609619463003e-08	9.92979882169318e-07	KPNA6	protein_coding
ENSG00000166920.12	108.266826889023	1.86329452996662	0.365630548392835	1.46758449436956e-08	1.00935465490417e-06	C15orf48	protein_coding
ENSG00000134013.15	395.729518458831	-1.06890286636472	0.211925668201893	1.57094098112459e-08	1.07462944458537e-06	LOXL2	protein_coding
ENSG00000278845.4	368.935608947144	-0.877034671393456	0.169913047130103	1.57911519312622e-08	1.07462944458537e-06	MRPL45	protein_coding
ENSG00000139117.13	14.7617774773682	-0.196204478254196	0.385265515814741	1.96849992311448e-08	1.33260230397226e-06	CPNE8	protein_coding
ENSG00000144959.9	576.410804197253	0.811704909227259	0.155382881097333	1.98924072661138e-08	1.33962930182735e-06	NCEH1	protein_coding
ENSG00000101182.14	1645.30604478407	-0.443372894772624	0.0839735860845994	2.2639742392651e-08	1.51674543594289e-06	PSMA7	protein_coding
ENSG00000010292.12	2625.73189719977	-0.350844019112156	0.0654921313077819	2.329004710927e-08	1.54430927755313e-06	NCAPD2	protein_coding
ENSG00000109046.14	557.957657891321	1.04078319293364	0.200350795095761	2.31870715957738e-08	1.54430927755313e-06	WSB1	protein_coding
ENSG00000170017.12	468.204444257063	0.734689619605649	0.142288415268158	2.39911582970573e-08	1.58268202439261e-06	ALCAM	protein_coding
ENSG00000139496.15	806.645198084837	-0.668204365447143	0.130707968722694	2.59463217871924e-08	1.69996477339865e-06	NUP58	protein_coding
ENSG00000184009.10	14579.2606571428	0.245814989298197	0.0449723964522588	2.60319431657334e-08	1.69996477339865e-06	ACTG1	protein_coding
ENSG00000100097.11	335.779834806133	0.962985236408018	0.187793373089503	2.71407151279174e-08	1.76346455579885e-06	LGALS1	protein_coding
