baseMean	log2FoldChange	lfcSE	pvalue	padj	GeneSymbol	gene_type
ENSG00000099250.17	2280.56451980986	1.82312120595614	0.0707653902575565	3.03271923068476e-147	4.09535035223636e-145	NRP1	protein_coding
ENSG00000108179.13	11978.0456628843	1.22508731925671	0.0475391562248569	5.81674833900496e-147	7.81147524177866e-145	PPIF	protein_coding
ENSG00000163207.6	1102.63513272967	-2.68044716796737	0.104570925003432	5.34883952126267e-146	7.14363968369954e-144	IVL	protein_coding
ENSG00000155368.16	7914.35724181174	-1.83788532981966	0.0716593857971505	5.98143001412587e-146	7.94484258761516e-144	DBI	protein_coding
ENSG00000156804.7	1617.29415218012	2.10338864364743	0.082050020188955	6.3589369784686e-146	8.40036310519762e-144	FBXO32	protein_coding
ENSG00000011028.13	1272.5918690136	2.65577970225412	0.103872917752331	3.29303411794848e-145	4.32669082729588e-143	MRC2	protein_coding
ENSG00000146674.14	33054.9484057575	-1.35077735818545	0.0528155820502849	4.2300512523446e-145	5.5279492360613e-143	IGFBP3	protein_coding
ENSG00000153879.8	7104.34477651938	1.32931905170523	0.0519703587524866	6.43687374152929e-145	8.36690321044665e-143	CEBPG	protein_coding
ENSG00000091136.13	8094.65824055263	-1.26490862257134	0.0494929233126024	1.23582099179879e-144	1.59782451317304e-142	LAMB1	protein_coding
ENSG00000118257.16	545.077303942665	3.75214754065151	0.147078143273672	1.79961911877979e-144	2.31446253545927e-142	NRP2	protein_coding
ENSG00000128342.4	970.561343761639	2.8788451003782	0.112964152632932	2.59759681695982e-144	3.32314662262328e-142	LIF	protein_coding
ENSG00000175567.8	1619.52914539121	-2.2764777617656	0.0893647936373799	3.86512605723113e-144	4.9188282237234e-142	UCP2	protein_coding
ENSG00000107485.16	3458.26472791419	-1.94007939944133	0.0763040439089579	1.66989510299399e-143	2.11406980564973e-141	GATA3	protein_coding
ENSG00000123600.19	4331.75743852284	1.46000420867274	0.0574142822474581	2.48396163892841e-143	3.12837593561829e-141	METTL8	protein_coding
ENSG00000166508.17	12869.1762464619	-1.07355858537141	0.0422248512176183	4.30555077861701e-143	5.39458880287854e-141	MCM7	protein_coding
ENSG00000105640.12	71069.3617145948	1.25503530042503	0.049435264217433	9.52515086387857e-143	1.18732226691434e-140	RPL18A	protein_coding
ENSG00000135821.18	9101.67652745354	-1.68968346241666	0.0667279851286826	2.85875597188126e-142	3.54529496982234e-140	GLUL	protein_coding
ENSG00000106123.11	5008.30018573298	-1.67329131820979	0.0660938153231924	3.17858458709612e-142	3.92192160195662e-140	EPHB6	protein_coding
ENSG00000180638.17	531.170887595148	4.57540649008966	0.180975380032501	4.6892559116325e-142	5.75665370929551e-140	SLC47A2	protein_coding
ENSG00000134363.11	5651.31870980384	1.87582894321414	0.0742159383397592	9.81245507942358e-142	1.19854947545502e-139	FST	protein_coding
ENSG00000164684.13	2706.46164190519	-2.07203866304866	0.0824892580063373	3.86320507220859e-140	4.69514628450872e-138	ZNF704	protein_coding
ENSG00000253729.7	22540.1753732862	-1.10840789199769	0.0441223459233071	5.92456956216086e-140	7.16460260435045e-138	PRKDC	protein_coding
ENSG00000235609.7	581.196494028406	3.58378710150416	0.143470387701147	8.72731900774377e-139	1.05017298574865e-136	AF127936.9	lincRNA
ENSG00000113083.13	537.442033927755	3.80106913162711	0.152139537297763	1.3753391429947e-138	1.64681618466858e-136	LOX	protein_coding
ENSG00000261824.6	638.083394724936	3.24453725957067	0.13001913990966	1.76890272699605e-138	2.10768228358299e-136	CTC-459F4.2	lincRNA
ENSG00000068078.18	4556.50962971995	-1.77185095422003	0.0711244366161516	8.13901368013923e-138	9.65048807429972e-136	FGFR3	protein_coding
